Sales,Date,Region
1659.0,2018-04-23,south
1650.0,2018-04-24,south
1503.0,2018-04-25,south
1734.0,2018-04-26,south
1791.0,2018-04-27,south
1641.0,2018-04-28,south
1593.0,2018-04-29,south
1590.0,2018-04-30,south
1764.0,2018-05-01,south
1674.0,2018-05-02,south
1569.0,2018-05-03,south
1590.0,2018-05-04,south
1665.0,2018-05-05,south
1785.0,2018-05-06,south
1563.0,2018-05-07,south
1650.0,2018-05-08,south
1647.0,2018-05-09,south
1551.0,2018-05-10,south
1677.0,2018-05-11,south
1533.0,2018-05-12,south
1713.0,2018-05-13,south
1560.0,2018-05-14,south
1758.0,2018-05-15,south
1617.0,2018-05-16,south
1506.0,2018-05-17,south
1572.0,2018-05-18,south
1713.0,2018-05-19,south
1716.0,2018-05-20,south
1671.0,2018-05-21,south
1569.0,2018-05-22,south
1692.0,2018-05-23,south
1533.0,2018-05-24,south
1665.0,2018-05-25,south
1530.0,2018-05-26,south
1707.0,2018-05-27,south
1659.0,2018-05-28,south
1752.0,2018-05-29,south
1701.0,2018-05-30,south
1659.0,2018-05-31,south
1623.0,2018-06-01,south
1707.0,2018-06-02,south
1503.0,2018-06-03,south
1683.0,2018-06-04,south
1698.0,2018-06-05,south
1680.0,2018-06-06,south
1572.0,2018-06-07,south
1677.0,2018-06-08,south
1773.0,2018-06-09,south
1641.0,2018-06-10,south
1677.0,2018-06-11,south
1551.0,2018-06-12,south
1683.0,2018-06-13,south
1668.0,2018-06-14,south
1737.0,2018-06-15,south
1641.0,2018-06-16,south
1530.0,2018-06-17,south
1707.0,2018-06-18,south
1749.0,2018-06-19,south
1659.0,2018-06-20,south
1587.0,2018-06-21,south
1797.0,2018-06-22,south
1554.0,2018-06-23,south
1623.0,2018-06-24,south
1602.0,2018-06-25,south
1533.0,2018-06-26,south
1659.0,2018-06-27,south
1638.0,2018-06-28,south
1764.0,2018-06-29,south
1653.0,2018-06-30,south
1671.0,2018-07-01,south
1611.0,2018-07-02,south
1638.0,2018-07-03,south
1587.0,2018-07-04,south
1647.0,2018-07-05,south
1566.0,2018-07-06,south
1770.0,2018-07-07,south
1776.0,2018-07-08,south
1788.0,2018-07-09,south
1794.0,2018-07-10,south
1569.0,2018-07-11,south
1500.0,2018-07-12,south
1596.0,2018-07-13,south
1653.0,2018-07-14,south
1713.0,2018-07-15,south
1707.0,2018-07-16,south
1566.0,2018-07-17,south
1656.0,2018-07-18,south
1725.0,2018-07-19,south
1761.0,2018-07-20,south
1698.0,2018-07-21,south
1773.0,2018-07-22,south
1623.0,2018-07-23,south
1725.0,2018-07-24,south
1707.0,2018-07-25,south
1767.0,2018-07-26,south
1611.0,2018-07-27,south
1584.0,2018-07-28,south
1599.0,2018-07-29,south
1662.0,2018-07-30,south
1707.0,2018-07-31,south
1674.0,2018-08-01,south
1617.0,2018-08-02,south
1671.0,2018-08-03,south
1734.0,2018-08-04,south
1599.0,2018-08-05,south
1605.0,2018-08-06,south
1560.0,2018-08-07,south
1539.0,2018-08-08,south
1794.0,2018-08-09,south
1554.0,2018-08-10,south
1650.0,2018-08-11,south
1743.0,2018-08-12,south
1629.0,2018-08-13,south
1635.0,2018-08-14,south
1542.0,2018-08-15,south
1614.0,2018-08-16,south
1713.0,2018-08-17,south
1776.0,2018-08-18,south
1575.0,2018-08-19,south
1779.0,2018-08-20,south
1659.0,2018-08-21,south
1500.0,2018-08-22,south
1554.0,2018-08-23,south
1560.0,2018-08-24,south
1677.0,2018-08-25,south
1545.0,2018-08-26,south
1740.0,2018-08-27,south
1680.0,2018-08-28,south
1794.0,2018-08-29,south
1743.0,2018-08-30,south
1695.0,2018-08-31,south
1500.0,2018-09-01,south
1653.0,2018-09-02,south
1770.0,2018-09-03,south
1509.0,2018-09-04,south
1617.0,2018-09-05,south
1506.0,2018-09-06,south
1623.0,2018-09-07,south
1755.0,2018-09-08,south
1614.0,2018-09-09,south
1656.0,2018-09-10,south
1767.0,2018-09-11,south
1695.0,2018-09-12,south
1560.0,2018-09-13,south
1554.0,2018-09-14,south
1512.0,2018-09-15,south
1554.0,2018-09-16,south
1620.0,2018-09-17,south
1530.0,2018-09-18,south
1758.0,2018-09-19,south
1749.0,2018-09-20,south
1665.0,2018-09-21,south
1581.0,2018-09-22,south
1677.0,2018-09-23,south
1593.0,2018-09-24,south
1770.0,2018-09-25,south
1515.0,2018-09-26,south
1713.0,2018-09-27,south
1533.0,2018-09-28,south
1623.0,2018-09-29,south
1536.0,2018-09-30,south
1632.0,2018-10-01,south
1701.0,2018-10-02,south
1788.0,2018-10-03,south
1560.0,2018-10-04,south
1683.0,2018-10-05,south
1647.0,2018-10-06,south
1608.0,2018-10-07,south
1617.0,2018-10-08,south
1590.0,2018-10-09,south
1701.0,2018-10-10,south
1800.0,2018-10-11,south
1647.0,2018-10-12,south
1713.0,2018-10-13,south
1755.0,2018-10-14,south
1719.0,2018-10-15,south
1662.0,2018-10-16,south
1551.0,2018-10-17,south
1518.0,2018-10-18,south
1632.0,2018-10-19,south
1662.0,2018-10-20,south
1704.0,2018-10-21,south
1707.0,2018-10-22,south
1683.0,2018-10-23,south
1629.0,2018-10-24,south
1587.0,2018-10-25,south
1524.0,2018-10-26,south
1509.0,2018-10-27,south
1752.0,2018-10-28,south
1701.0,2018-10-29,south
1719.0,2018-10-30,south
1641.0,2018-10-31,south
1623.0,2018-11-01,south
1608.0,2018-11-02,south
1653.0,2018-11-03,south
1590.0,2018-11-04,south
1617.0,2018-11-05,south
1590.0,2018-11-06,south
1755.0,2018-11-07,south
1623.0,2018-11-08,south
1662.0,2018-11-09,south
1539.0,2018-11-10,south
1524.0,2018-11-11,south
1611.0,2018-11-12,south
1581.0,2018-11-13,south
1707.0,2018-11-14,south
1698.0,2018-11-15,south
1776.0,2018-11-16,south
1515.0,2018-11-17,south
1740.0,2018-11-18,south
1500.0,2018-11-19,south
1578.0,2018-11-20,south
1509.0,2018-11-21,south
1758.0,2018-11-22,south
1743.0,2018-11-23,south
1605.0,2018-11-24,south
1671.0,2018-11-25,south
1542.0,2018-11-26,south
1647.0,2018-11-27,south
1728.0,2018-11-28,south
1527.0,2018-11-29,south
1665.0,2018-11-30,south
1527.0,2018-12-01,south
1554.0,2018-12-02,south
1755.0,2018-12-03,south
1788.0,2018-12-04,south
1725.0,2018-12-05,south
1797.0,2018-12-06,south
1596.0,2018-12-07,south
1773.0,2018-12-08,south
1548.0,2018-12-09,south
1575.0,2018-12-10,south
1527.0,2018-12-11,south
1623.0,2018-12-12,south
1782.0,2018-12-13,south
1686.0,2018-12-14,south
1545.0,2018-12-15,south
1620.0,2018-12-16,south
1527.0,2018-12-17,south
1755.0,2018-12-18,south
1566.0,2018-12-19,south
1551.0,2018-12-20,south
1710.0,2018-12-21,south
1578.0,2018-12-22,south
1623.0,2018-12-23,south
1632.0,2018-12-24,south
1605.0,2018-12-25,south
1734.0,2018-12-26,south
1650.0,2018-12-27,south
1794.0,2018-12-28,south
1794.0,2018-12-29,south
1785.0,2018-12-30,south
1710.0,2018-12-31,south
1632.0,2019-01-01,south
1605.0,2019-01-02,south
1737.0,2019-01-03,south
1500.0,2019-01-04,south
1590.0,2019-01-05,south
1779.0,2019-01-06,south
1647.0,2019-01-07,south
1551.0,2019-01-08,south
1764.0,2019-01-09,south
1551.0,2019-01-10,south
1512.0,2019-01-11,south
1773.0,2019-01-12,south
1503.0,2019-01-13,south
1521.0,2019-01-14,south
1761.0,2019-01-15,south
1734.0,2019-01-16,south
1707.0,2019-01-17,south
1563.0,2019-01-18,south
1506.0,2019-01-19,south
1557.0,2019-01-20,south
1515.0,2019-01-21,south
1506.0,2019-01-22,south
1728.0,2019-01-23,south
1638.0,2019-01-24,south
1656.0,2019-01-25,south
1686.0,2019-01-26,south
1503.0,2019-01-27,south
1782.0,2019-01-28,south
1728.0,2019-01-29,south
1638.0,2019-01-30,south
1536.0,2019-01-31,south
1581.0,2019-02-01,south
1638.0,2019-02-02,south
1722.0,2019-02-03,south
1647.0,2019-02-04,south
1659.0,2019-02-05,south
1722.0,2019-02-06,south
1584.0,2019-02-07,south
1614.0,2019-02-08,south
1665.0,2019-02-09,south
1611.0,2019-02-10,south
1773.0,2019-02-11,south
1608.0,2019-02-12,south
1782.0,2019-02-13,south
1578.0,2019-02-14,south
1584.0,2019-02-15,south
1731.0,2019-02-16,south
1653.0,2019-02-17,south
1749.0,2019-02-18,south
1599.0,2019-02-19,south
1641.0,2019-02-20,south
1725.0,2019-02-21,south
1794.0,2019-02-22,south
1743.0,2019-02-23,south
1755.0,2019-02-24,south
1734.0,2019-02-25,south
1653.0,2019-02-26,south
1545.0,2019-02-27,south
1569.0,2019-02-28,south
1707.0,2019-03-01,south
1794.0,2019-03-02,south
1518.0,2019-03-03,south
1686.0,2019-03-04,south
1569.0,2019-03-05,south
1662.0,2019-03-06,south
1581.0,2019-03-07,south
1782.0,2019-03-08,south
1749.0,2019-03-09,south
1776.0,2019-03-10,south
1722.0,2019-03-11,south
1581.0,2019-03-12,south
1797.0,2019-03-13,south
1524.0,2019-03-14,south
1671.0,2019-03-15,south
1680.0,2019-03-16,south
1638.0,2019-03-17,south
1515.0,2019-03-18,south
1752.0,2019-03-19,south
1596.0,2019-03-20,south
1635.0,2019-03-21,south
1545.0,2019-03-22,south
1509.0,2019-03-23,south
1557.0,2019-03-24,south
1500.0,2019-03-25,south
1782.0,2019-03-26,south
1575.0,2019-03-27,south
1509.0,2019-03-28,south
1686.0,2019-03-29,south
1593.0,2019-03-30,south
1710.0,2019-03-31,south
1794.0,2019-04-01,south
1791.0,2019-04-02,south
1626.0,2019-04-03,south
1683.0,2019-04-04,south
1605.0,2019-04-05,south
1713.0,2019-04-06,south
1635.0,2019-04-07,south
1779.0,2019-04-08,south
1719.0,2019-04-09,south
1626.0,2019-04-10,south
1680.0,2019-04-11,south
1587.0,2019-04-12,south
1611.0,2019-04-13,south
1737.0,2019-04-14,south
1602.0,2019-04-15,south
1668.0,2019-04-16,south
1686.0,2019-04-17,south
1650.0,2019-04-18,south
1629.0,2019-04-19,south
1653.0,2019-04-20,south
1749.0,2019-04-21,south
1587.0,2019-04-22,south
1674.0,2019-04-23,south
1719.0,2019-04-24,south
1692.0,2019-04-25,south
1635.0,2019-04-26,south
1776.0,2019-04-27,south
1704.0,2019-04-28,south
1791.0,2019-04-29,south
1767.0,2019-04-30,south
1800.0,2019-05-01,south
1548.0,2019-05-02,south
1521.0,2019-05-03,south
1743.0,2019-05-04,south
1746.0,2019-05-05,south
1689.0,2019-05-06,south
1695.0,2019-05-07,south
1515.0,2019-05-08,south
1641.0,2019-05-09,south
1788.0,2019-05-10,south
1518.0,2019-05-11,south
1524.0,2019-05-12,south
1716.0,2019-05-13,south
1761.0,2019-05-14,south
1650.0,2019-05-15,south
1695.0,2019-05-16,south
1590.0,2019-05-17,south
1737.0,2019-05-18,south
1728.0,2019-05-19,south
1752.0,2019-05-20,south
1683.0,2019-05-21,south
1761.0,2019-05-22,south
1668.0,2019-05-23,south
1623.0,2019-05-24,south
1581.0,2019-05-25,south
1617.0,2019-05-26,south
1704.0,2019-05-27,south
1755.0,2019-05-28,south
1677.0,2019-05-29,south
1644.0,2019-05-30,south
1764.0,2019-05-31,south
1695.0,2019-06-01,south
1707.0,2019-06-02,south
1680.0,2019-06-03,south
1704.0,2019-06-04,south
1560.0,2019-06-05,south
1545.0,2019-06-06,south
1668.0,2019-06-07,south
1560.0,2019-06-08,south
1665.0,2019-06-09,south
1689.0,2019-06-10,south
