Sales,Date,Region
1719.0,2018-11-28,east
1689.0,2018-11-29,east
1755.0,2018-11-30,east
1536.0,2018-12-01,east
1602.0,2018-12-02,east
1572.0,2018-12-03,east
1788.0,2018-12-04,east
1731.0,2018-12-05,east
1662.0,2018-12-06,east
1653.0,2018-12-07,east
1755.0,2018-12-08,east
1665.0,2018-12-09,east
1509.0,2018-12-10,east
1575.0,2018-12-11,east
1773.0,2018-12-12,east
1713.0,2018-12-13,east
1569.0,2018-12-14,east
1587.0,2018-12-15,east
1800.0,2018-12-16,east
1626.0,2018-12-17,east
1605.0,2018-12-18,east
1797.0,2018-12-19,east
1767.0,2018-12-20,east
1542.0,2018-12-21,east
1668.0,2018-12-22,east
1710.0,2018-12-23,east
1719.0,2018-12-24,east
1623.0,2018-12-25,east
1545.0,2018-12-26,east
1632.0,2018-12-27,east
1764.0,2018-12-28,east
1695.0,2018-12-29,east
1599.0,2018-12-30,east
1590.0,2018-12-31,east
1755.0,2019-01-01,east
1692.0,2019-01-02,east
1575.0,2019-01-03,east
1590.0,2019-01-04,east
1725.0,2019-01-05,east
1794.0,2019-01-06,east
1692.0,2019-01-07,east
1731.0,2019-01-08,east
1764.0,2019-01-09,east
1512.0,2019-01-10,east
1608.0,2019-01-11,east
1707.0,2019-01-12,east
1536.0,2019-01-13,east
1698.0,2019-01-14,east
1617.0,2019-01-15,east
1506.0,2019-01-16,east
1509.0,2019-01-17,east
1635.0,2019-01-18,east
1689.0,2019-01-19,east
1722.0,2019-01-20,east
1614.0,2019-01-21,east
1794.0,2019-01-22,east
1563.0,2019-01-23,east
1557.0,2019-01-24,east
1707.0,2019-01-25,east
1653.0,2019-01-26,east
1533.0,2019-01-27,east
1560.0,2019-01-28,east
1605.0,2019-01-29,east
1797.0,2019-01-30,east
1599.0,2019-01-31,east
1662.0,2019-02-01,east
1746.0,2019-02-02,east
1734.0,2019-02-03,east
1560.0,2019-02-04,east
1674.0,2019-02-05,east
1563.0,2019-02-06,east
1662.0,2019-02-07,east
1719.0,2019-02-08,east
1605.0,2019-02-09,east
1560.0,2019-02-10,east
1536.0,2019-02-11,east
1752.0,2019-02-12,east
1500.0,2019-02-13,east
1560.0,2019-02-14,east
1695.0,2019-02-15,east
1674.0,2019-02-16,east
1722.0,2019-02-17,east
1728.0,2019-02-18,east
1596.0,2019-02-19,east
1566.0,2019-02-20,east
1731.0,2019-02-21,east
1725.0,2019-02-22,east
1518.0,2019-02-23,east
1653.0,2019-02-24,east
1713.0,2019-02-25,east
1506.0,2019-02-26,east
1734.0,2019-02-27,east
1731.0,2019-02-28,east
1638.0,2019-03-01,east
1608.0,2019-03-02,east
1593.0,2019-03-03,east
1518.0,2019-03-04,east
1743.0,2019-03-05,east
1674.0,2019-03-06,east
1560.0,2019-03-07,east
1617.0,2019-03-08,east
1656.0,2019-03-09,east
1650.0,2019-03-10,east
1689.0,2019-03-11,east
1626.0,2019-03-12,east
1542.0,2019-03-13,east
1692.0,2019-03-14,east
1563.0,2019-03-15,east
1728.0,2019-03-16,east
1545.0,2019-03-17,east
1764.0,2019-03-18,east
1635.0,2019-03-19,east
1608.0,2019-03-20,east
1791.0,2019-03-21,east
1767.0,2019-03-22,east
1686.0,2019-03-23,east
1797.0,2019-03-24,east
1554.0,2019-03-25,east
1797.0,2019-03-26,east
1608.0,2019-03-27,east
1767.0,2019-03-28,east
1656.0,2019-03-29,east
1557.0,2019-03-30,east
1653.0,2019-03-31,east
1569.0,2019-04-01,east
1785.0,2019-04-02,east
1695.0,2019-04-03,east
1662.0,2019-04-04,east
1662.0,2019-04-05,east
1716.0,2019-04-06,east
1518.0,2019-04-07,east
1743.0,2019-04-08,east
1755.0,2019-04-09,east
1509.0,2019-04-10,east
1569.0,2019-04-11,east
1593.0,2019-04-12,east
1644.0,2019-04-13,east
1722.0,2019-04-14,east
1524.0,2019-04-15,east
1584.0,2019-04-16,east
1647.0,2019-04-17,east
1557.0,2019-04-18,east
1524.0,2019-04-19,east
1584.0,2019-04-20,east
1545.0,2019-04-21,east
1671.0,2019-04-22,east
1728.0,2019-04-23,east
1746.0,2019-04-24,east
1725.0,2019-04-25,east
1764.0,2019-04-26,east
1740.0,2019-04-27,east
1578.0,2019-04-28,east
1752.0,2019-04-29,east
1500.0,2019-04-30,east
1731.0,2019-05-01,east
1797.0,2019-05-02,east
1605.0,2019-05-03,east
1629.0,2019-05-04,east
1530.0,2019-05-05,east
1557.0,2019-05-06,east
1620.0,2019-05-07,east
1785.0,2019-05-08,east
1665.0,2019-05-09,east
1725.0,2019-05-10,east
1650.0,2019-05-11,east
1761.0,2019-05-12,east
1560.0,2019-05-13,east
1635.0,2019-05-14,east
1755.0,2019-05-15,east
1662.0,2019-05-16,east
1620.0,2019-05-17,east
1608.0,2019-05-18,east
1686.0,2019-05-19,east
1785.0,2019-05-20,east
1794.0,2019-05-21,east
1761.0,2019-05-22,east
1641.0,2019-05-23,east
1653.0,2019-05-24,east
1677.0,2019-05-25,east
1638.0,2019-05-26,east
1680.0,2019-05-27,east
1560.0,2019-05-28,east
1581.0,2019-05-29,east
1716.0,2019-05-30,east
1677.0,2019-05-31,east
1548.0,2019-06-01,east
1557.0,2019-06-02,east
1581.0,2019-06-03,east
1602.0,2019-06-04,east
1647.0,2019-06-05,east
1614.0,2019-06-06,east
1503.0,2019-06-07,east
1710.0,2019-06-08,east
1782.0,2019-06-09,east
1623.0,2019-06-10,east
