Sales,Date,Region
1593.0,2018-07-12,north
1749.0,2018-07-13,north
1500.0,2018-07-14,north
1737.0,2018-07-15,north
1773.0,2018-07-16,north
1551.0,2018-07-17,north
1704.0,2018-07-18,north
1620.0,2018-07-19,north
1731.0,2018-07-20,north
1725.0,2018-07-21,north
1608.0,2018-07-22,north
1638.0,2018-07-23,north
1701.0,2018-07-24,north
1500.0,2018-07-25,north
1605.0,2018-07-26,north
1659.0,2018-07-27,north
1515.0,2018-07-28,north
1791.0,2018-07-29,north
1755.0,2018-07-30,north
1695.0,2018-07-31,north
1563.0,2018-08-01,north
1527.0,2018-08-02,north
1668.0,2018-08-03,north
1536.0,2018-08-04,north
1650.0,2018-08-05,north
1611.0,2018-08-06,north
1566.0,2018-08-07,north
1665.0,2018-08-08,north
1797.0,2018-08-09,north
1620.0,2018-08-10,north
1689.0,2018-08-11,north
1509.0,2018-08-12,north
1701.0,2018-08-13,north
1623.0,2018-08-14,north
1602.0,2018-08-15,north
1788.0,2018-08-16,north
1776.0,2018-08-17,north
1527.0,2018-08-18,north
1509.0,2018-08-19,north
1581.0,2018-08-20,north
1794.0,2018-08-21,north
1704.0,2018-08-22,north
1557.0,2018-08-23,north
1548.0,2018-08-24,north
1629.0,2018-08-25,north
1542.0,2018-08-26,north
1605.0,2018-08-27,north
1566.0,2018-08-28,north
1662.0,2018-08-29,north
1635.0,2018-08-30,north
1749.0,2018-08-31,north
1560.0,2018-09-01,north
1527.0,2018-09-02,north
1749.0,2018-09-03,north
1794.0,2018-09-04,north
1731.0,2018-09-05,north
1713.0,2018-09-06,north
1791.0,2018-09-07,north
1659.0,2018-09-08,north
1527.0,2018-09-09,north
1650.0,2018-09-10,north
1578.0,2018-09-11,north
1719.0,2018-09-12,north
1653.0,2018-09-13,north
1713.0,2018-09-14,north
1587.0,2018-09-15,north
1554.0,2018-09-16,north
1764.0,2018-09-17,north
1503.0,2018-09-18,north
1542.0,2018-09-19,north
1686.0,2018-09-20,north
1590.0,2018-09-21,north
1632.0,2018-09-22,north
1731.0,2018-09-23,north
1611.0,2018-09-24,north
1530.0,2018-09-25,north
1617.0,2018-09-26,north
1632.0,2018-09-27,north
1749.0,2018-09-28,north
1518.0,2018-09-29,north
1746.0,2018-09-30,north
1782.0,2018-10-01,north
1680.0,2018-10-02,north
1563.0,2018-10-03,north
1512.0,2018-10-04,north
1779.0,2018-10-05,north
1584.0,2018-10-06,north
1533.0,2018-10-07,north
1701.0,2018-10-08,north
1680.0,2018-10-09,north
1749.0,2018-10-10,north
1596.0,2018-10-11,north
1782.0,2018-10-12,north
1581.0,2018-10-13,north
1728.0,2018-10-14,north
1605.0,2018-10-15,north
1551.0,2018-10-16,north
1536.0,2018-10-17,north
1692.0,2018-10-18,north
1521.0,2018-10-19,north
1692.0,2018-10-20,north
1569.0,2018-10-21,north
1542.0,2018-10-22,north
1764.0,2018-10-23,north
1650.0,2018-10-24,north
1629.0,2018-10-25,north
1596.0,2018-10-26,north
1509.0,2018-10-27,north
1635.0,2018-10-28,north
1707.0,2018-10-29,north
1677.0,2018-10-30,north
1674.0,2018-10-31,north
1692.0,2018-11-01,north
1728.0,2018-11-02,north
1704.0,2018-11-03,north
1695.0,2018-11-04,north
1611.0,2018-11-05,north
1740.0,2018-11-06,north
1527.0,2018-11-07,north
1548.0,2018-11-08,north
1647.0,2018-11-09,north
1590.0,2018-11-10,north
1722.0,2018-11-11,north
1716.0,2018-11-12,north
1698.0,2018-11-13,north
1563.0,2018-11-14,north
1623.0,2018-11-15,north
1587.0,2018-11-16,north
1554.0,2018-11-17,north
1521.0,2018-11-18,north
1551.0,2018-11-19,north
1791.0,2018-11-20,north
1617.0,2018-11-21,north
1650.0,2018-11-22,north
1779.0,2018-11-23,north
1689.0,2018-11-24,north
1665.0,2018-11-25,north
1653.0,2018-11-26,north
1773.0,2018-11-27,north
1767.0,2018-11-28,north
1686.0,2018-11-29,north
1641.0,2018-11-30,north
1665.0,2018-12-01,north
1563.0,2018-12-02,north
1506.0,2018-12-03,north
1722.0,2018-12-04,north
1677.0,2018-12-05,north
1737.0,2018-12-06,north
1716.0,2018-12-07,north
1782.0,2018-12-08,north
1737.0,2018-12-09,north
1659.0,2018-12-10,north
1509.0,2018-12-11,north
1623.0,2018-12-12,north
1719.0,2018-12-13,north
1716.0,2018-12-14,north
1554.0,2018-12-15,north
1635.0,2018-12-16,north
1635.0,2018-12-17,north
1755.0,2018-12-18,north
1566.0,2018-12-19,north
1731.0,2018-12-20,north
1659.0,2018-12-21,north
1776.0,2018-12-22,north
1770.0,2018-12-23,north
1740.0,2018-12-24,north
1512.0,2018-12-25,north
1683.0,2018-12-26,north
1578.0,2018-12-27,north
1650.0,2018-12-28,north
1626.0,2018-12-29,north
1758.0,2018-12-30,north
1527.0,2018-12-31,north
1518.0,2019-01-01,north
1767.0,2019-01-02,north
1695.0,2019-01-03,north
1590.0,2019-01-04,north
1761.0,2019-01-05,north
1644.0,2019-01-06,north
1644.0,2019-01-07,north
1722.0,2019-01-08,north
1500.0,2019-01-09,north
1767.0,2019-01-10,north
1662.0,2019-01-11,north
1566.0,2019-01-12,north
1551.0,2019-01-13,north
1692.0,2019-01-14,north
1605.0,2019-01-15,north
1548.0,2019-01-16,north
1590.0,2019-01-17,north
1572.0,2019-01-18,north
1587.0,2019-01-19,north
1707.0,2019-01-20,north
1611.0,2019-01-21,north
1719.0,2019-01-22,north
1662.0,2019-01-23,north
1647.0,2019-01-24,north
1560.0,2019-01-25,north
1671.0,2019-01-26,north
1524.0,2019-01-27,north
1731.0,2019-01-28,north
1500.0,2019-01-29,north
1782.0,2019-01-30,north
1650.0,2019-01-31,north
1749.0,2019-02-01,north
1596.0,2019-02-02,north
1602.0,2019-02-03,north
1548.0,2019-02-04,north
1617.0,2019-02-05,north
1551.0,2019-02-06,north
1734.0,2019-02-07,north
1662.0,2019-02-08,north
1779.0,2019-02-09,north
1725.0,2019-02-10,north
1563.0,2019-02-11,north
1572.0,2019-02-12,north
1686.0,2019-02-13,north
1725.0,2019-02-14,north
1566.0,2019-02-15,north
1794.0,2019-02-16,north
1512.0,2019-02-17,north
1695.0,2019-02-18,north
1716.0,2019-02-19,north
1740.0,2019-02-20,north
1599.0,2019-02-21,north
1770.0,2019-02-22,north
1599.0,2019-02-23,north
1692.0,2019-02-24,north
1635.0,2019-02-25,north
1566.0,2019-02-26,north
1593.0,2019-02-27,north
1710.0,2019-02-28,north
1593.0,2019-03-01,north
1782.0,2019-03-02,north
1698.0,2019-03-03,north
1587.0,2019-03-04,north
1566.0,2019-03-05,north
1746.0,2019-03-06,north
1551.0,2019-03-07,north
1521.0,2019-03-08,north
1533.0,2019-03-09,north
1545.0,2019-03-10,north
1659.0,2019-03-11,north
1518.0,2019-03-12,north
1524.0,2019-03-13,north
1677.0,2019-03-14,north
1647.0,2019-03-15,north
1563.0,2019-03-16,north
1683.0,2019-03-17,north
1701.0,2019-03-18,north
1677.0,2019-03-19,north
1635.0,2019-03-20,north
1776.0,2019-03-21,north
1746.0,2019-03-22,north
1734.0,2019-03-23,north
1566.0,2019-03-24,north
1650.0,2019-03-25,north
1701.0,2019-03-26,north
1668.0,2019-03-27,north
1518.0,2019-03-28,north
1605.0,2019-03-29,north
1722.0,2019-03-30,north
1785.0,2019-03-31,north
1512.0,2019-04-01,north
1623.0,2019-04-02,north
1539.0,2019-04-03,north
1530.0,2019-04-04,north
1614.0,2019-04-05,north
1749.0,2019-04-06,north
1605.0,2019-04-07,north
1713.0,2019-04-08,north
1728.0,2019-04-09,north
1542.0,2019-04-10,north
1581.0,2019-04-11,north
1539.0,2019-04-12,north
1515.0,2019-04-13,north
1500.0,2019-04-14,north
1530.0,2019-04-15,north
1596.0,2019-04-16,north
1569.0,2019-04-17,north
1590.0,2019-04-18,north
1773.0,2019-04-19,north
1521.0,2019-04-20,north
1683.0,2019-04-21,north
1533.0,2019-04-22,north
1668.0,2019-04-23,north
1554.0,2019-04-24,north
1503.0,2019-04-25,north
1710.0,2019-04-26,north
1740.0,2019-04-27,north
1566.0,2019-04-28,north
1602.0,2019-04-29,north
1719.0,2019-04-30,north
1665.0,2019-05-01,north
1575.0,2019-05-02,north
1560.0,2019-05-03,north
1617.0,2019-05-04,north
1512.0,2019-05-05,north
1569.0,2019-05-06,north
1650.0,2019-05-07,north
1800.0,2019-05-08,north
1797.0,2019-05-09,north
1500.0,2019-05-10,north
1503.0,2019-05-11,north
1743.0,2019-05-12,north
1563.0,2019-05-13,north
1617.0,2019-05-14,north
1509.0,2019-05-15,north
1605.0,2019-05-16,north
1731.0,2019-05-17,north
1533.0,2019-05-18,north
1797.0,2019-05-19,north
1695.0,2019-05-20,north
1515.0,2019-05-21,north
1599.0,2019-05-22,north
1626.0,2019-05-23,north
1650.0,2019-05-24,north
1788.0,2019-05-25,north
1791.0,2019-05-26,north
1590.0,2019-05-27,north
1635.0,2019-05-28,north
1599.0,2019-05-29,north
1692.0,2019-05-30,north
1716.0,2019-05-31,north
1680.0,2019-06-01,north
1755.0,2019-06-02,north
1719.0,2019-06-03,north
1602.0,2019-06-04,north
1632.0,2019-06-05,north
1662.0,2019-06-06,north
1713.0,2019-06-07,north
1656.0,2019-06-08,north
1782.0,2019-06-09,north
1698.0,2019-06-10,north
